data_dir,C',SB,VV,HH,N
2025-06-21--02h-16m-10s,12.0,47.0,29.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,50.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,7.0,57.0,26.0,30.0,120.0
2025-06-21--02h-16m-10s,8.0,40.0,32.0,40.0,120.0
2025-06-21--02h-16m-10s,13.0,46.0,28.0,33.0,120.0
2025-06-21--02h-16m-10s,12.0,59.0,20.0,29.0,120.0
2025-06-21--02h-16m-10s,4.0,50.0,34.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,31.0,30.0,120.0
2025-06-21--02h-16m-10s,11.0,54.0,31.0,24.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,35.0,31.0,120.0
2025-06-21--02h-16m-10s,3.0,66.0,25.0,26.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,30.0,28.0,120.0
2025-06-21--02h-16m-10s,10.0,40.0,30.0,40.0,120.0
2025-06-21--02h-16m-10s,8.0,55.0,26.0,31.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,31.0,34.0,120.0
2025-06-21--02h-16m-10s,1.0,63.0,24.0,32.0,120.0
2025-06-21--02h-16m-10s,6.0,47.0,35.0,32.0,120.0
2025-06-21--02h-16m-10s,6.0,48.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,5.0,57.0,27.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,58.0,27.0,31.0,120.0
2025-06-21--02h-16m-10s,5.0,55.0,31.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,52.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,5.0,43.0,39.0,33.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,31.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,48.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,13.0,52.0,25.0,30.0,120.0
2025-06-21--02h-16m-10s,4.0,51.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,6.0,54.0,23.0,37.0,120.0
2025-06-21--02h-16m-10s,10.0,47.0,24.0,39.0,120.0
2025-06-21--02h-16m-10s,5.0,50.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,6.0,56.0,31.0,27.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,23.0,36.0,120.0
2025-06-21--02h-16m-10s,5.0,44.0,31.0,40.0,120.0
2025-06-21--02h-16m-10s,14.0,50.0,25.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,56.0,26.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,49.0,32.0,31.0,120.0
2025-06-21--02h-16m-10s,12.0,50.0,25.0,33.0,120.0
2025-06-21--02h-16m-10s,11.0,42.0,33.0,34.0,120.0
2025-06-21--02h-16m-10s,2.0,58.0,34.0,26.0,120.0
2025-06-21--02h-16m-10s,6.0,57.0,28.0,29.0,120.0
2025-06-21--02h-16m-10s,6.0,64.0,22.0,28.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,31.0,33.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,26.0,37.0,120.0
2025-06-21--02h-16m-10s,9.0,54.0,31.0,26.0,120.0
2025-06-21--02h-16m-10s,5.0,54.0,29.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,51.0,34.0,28.0,120.0
2025-06-21--02h-16m-10s,5.0,57.0,28.0,30.0,120.0
2025-06-21--02h-16m-10s,7.0,39.0,35.0,39.0,120.0
2025-06-21--02h-16m-10s,10.0,51.0,27.0,32.0,120.0
2025-06-21--02h-16m-10s,9.0,41.0,38.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,46.0,31.0,36.0,120.0
2025-06-21--02h-16m-10s,5.0,54.0,28.0,33.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,20.0,42.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,30.0,33.0,120.0
2025-06-21--02h-16m-10s,6.0,51.0,36.0,27.0,120.0
2025-06-21--02h-16m-10s,10.0,45.0,34.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,55.0,29.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,30.0,36.0,120.0
2025-06-21--02h-16m-10s,8.0,47.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,46.0,36.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,52.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,46.0,32.0,35.0,120.0
2025-06-21--02h-16m-10s,9.0,52.0,25.0,34.0,120.0
2025-06-21--02h-16m-10s,15.0,48.0,29.0,28.0,120.0
2025-06-21--02h-16m-10s,7.0,53.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,56.0,26.0,31.0,120.0
2025-06-21--02h-16m-10s,12.0,53.0,31.0,24.0,120.0
2025-06-21--02h-16m-10s,6.0,57.0,27.0,30.0,120.0
2025-06-21--02h-16m-10s,10.0,49.0,30.0,31.0,120.0
2025-06-21--02h-16m-10s,17.0,55.0,26.0,22.0,120.0
2025-06-21--02h-16m-10s,6.0,46.0,25.0,43.0,120.0
2025-06-21--02h-16m-10s,13.0,44.0,34.0,29.0,120.0
2025-06-21--02h-16m-10s,9.0,47.0,41.0,23.0,120.0
2025-06-21--02h-16m-10s,12.0,50.0,27.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,30.0,36.0,120.0
2025-06-21--02h-16m-10s,4.0,47.0,35.0,34.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,32.0,32.0,120.0
2025-06-21--02h-16m-10s,11.0,54.0,30.0,25.0,120.0
2025-06-21--02h-16m-10s,10.0,55.0,25.0,30.0,120.0
2025-06-21--02h-16m-10s,11.0,47.0,35.0,27.0,120.0
2025-06-21--02h-16m-10s,10.0,45.0,32.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,51.0,30.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,54.0,33.0,26.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,27.0,38.0,120.0
2025-06-21--02h-16m-10s,4.0,58.0,28.0,30.0,120.0
2025-06-21--02h-16m-10s,8.0,55.0,28.0,29.0,120.0
2025-06-21--02h-16m-10s,10.0,47.0,32.0,31.0,120.0
2025-06-21--02h-16m-10s,5.0,47.0,26.0,42.0,120.0
2025-06-21--02h-16m-10s,11.0,56.0,22.0,31.0,120.0
2025-06-21--02h-16m-10s,11.0,47.0,32.0,30.0,120.0
2025-06-21--02h-16m-10s,4.0,54.0,30.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,48.0,31.0,34.0,120.0
2025-06-21--02h-16m-10s,7.0,46.0,36.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,58.0,26.0,32.0,120.0
2025-06-21--02h-16m-10s,4.0,59.0,27.0,30.0,120.0
2025-06-21--02h-16m-10s,11.0,51.0,23.0,35.0,120.0
2025-06-21--02h-16m-10s,4.0,54.0,25.0,37.0,120.0
2025-06-21--02h-16m-10s,9.0,44.0,36.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,28.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,42.0,28.0,41.0,120.0
2025-06-21--02h-16m-10s,13.0,42.0,32.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,57.0,24.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,50.0,34.0,28.0,120.0
2025-06-21--02h-16m-10s,7.0,44.0,33.0,36.0,120.0
2025-06-21--02h-16m-10s,3.0,53.0,33.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,47.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,12.0,50.0,28.0,30.0,120.0
2025-06-21--02h-16m-10s,2.0,55.0,25.0,38.0,120.0
2025-06-21--02h-16m-10s,8.0,51.0,29.0,32.0,120.0
2025-06-21--02h-16m-10s,9.0,58.0,22.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,46.0,32.0,35.0,120.0
2025-06-21--02h-16m-10s,2.0,60.0,29.0,29.0,120.0
2025-06-21--02h-16m-10s,3.0,44.0,36.0,37.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,32.0,31.0,120.0
2025-06-21--02h-16m-10s,5.0,45.0,38.0,32.0,120.0
2025-06-21--02h-16m-10s,9.0,47.0,34.0,30.0,120.0
2025-06-21--02h-16m-10s,5.0,48.0,33.0,34.0,120.0
2025-06-21--02h-16m-10s,11.0,51.0,36.0,22.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,30.0,32.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,49.0,32.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,60.0,28.0,25.0,120.0
2025-06-21--02h-16m-10s,8.0,55.0,29.0,28.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,32.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,60.0,24.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,49.0,30.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,57.0,27.0,28.0,120.0
2025-06-21--02h-16m-10s,5.0,48.0,32.0,35.0,120.0
2025-06-21--02h-16m-10s,6.0,48.0,23.0,43.0,120.0
2025-06-21--02h-16m-10s,6.0,48.0,40.0,26.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,27.0,35.0,120.0
2025-06-21--02h-16m-10s,6.0,58.0,31.0,25.0,120.0
2025-06-21--02h-16m-10s,9.0,58.0,27.0,26.0,120.0
2025-06-21--02h-16m-10s,7.0,67.0,23.0,23.0,120.0
2025-06-21--02h-16m-10s,2.0,54.0,30.0,34.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,28.0,34.0,120.0
2025-06-21--02h-16m-10s,4.0,45.0,29.0,42.0,120.0
2025-06-21--02h-16m-10s,5.0,50.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,12.0,48.0,32.0,28.0,120.0
2025-06-21--02h-16m-10s,4.0,50.0,32.0,34.0,120.0
2025-06-21--02h-16m-10s,11.0,50.0,30.0,29.0,120.0
2025-06-21--02h-16m-10s,11.0,44.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,6.0,52.0,27.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,43.0,27.0,42.0,120.0
2025-06-21--02h-16m-10s,10.0,46.0,29.0,35.0,120.0
2025-06-21--02h-16m-10s,7.0,55.0,31.0,27.0,120.0
2025-06-21--02h-16m-10s,11.0,51.0,29.0,29.0,120.0
2025-06-21--02h-16m-10s,13.0,48.0,29.0,30.0,120.0
2025-06-21--02h-16m-10s,7.0,47.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,12.0,51.0,31.0,26.0,120.0
2025-06-21--02h-16m-10s,10.0,68.0,23.0,19.0,120.0
2025-06-21--02h-16m-10s,8.0,61.0,25.0,26.0,120.0
2025-06-21--02h-16m-10s,15.0,47.0,25.0,33.0,120.0
2025-06-21--02h-16m-10s,4.0,53.0,27.0,36.0,120.0
2025-06-21--02h-16m-10s,10.0,55.0,25.0,30.0,120.0
2025-06-21--02h-16m-10s,10.0,51.0,25.0,34.0,120.0
2025-06-21--02h-16m-10s,5.0,56.0,25.0,34.0,120.0
2025-06-21--02h-16m-10s,12.0,50.0,32.0,26.0,120.0
2025-06-21--02h-16m-10s,5.0,59.0,32.0,24.0,120.0
2025-06-21--02h-16m-10s,9.0,54.0,25.0,32.0,120.0
2025-06-21--02h-16m-10s,8.0,55.0,28.0,29.0,120.0
2025-06-21--02h-16m-10s,6.0,52.0,35.0,27.0,120.0
2025-06-21--02h-16m-10s,7.0,48.0,32.0,33.0,120.0
2025-06-21--02h-16m-10s,12.0,46.0,28.0,34.0,120.0
2025-06-21--02h-16m-10s,10.0,41.0,30.0,39.0,120.0
2025-06-21--02h-16m-10s,6.0,56.0,31.0,27.0,120.0
2025-06-21--02h-16m-10s,10.0,54.0,30.0,26.0,120.0
2025-06-21--02h-16m-10s,10.0,58.0,22.0,30.0,120.0
2025-06-21--02h-16m-10s,5.0,50.0,26.0,39.0,120.0
2025-06-21--02h-16m-10s,12.0,42.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,60.0,23.0,29.0,120.0
2025-06-21--02h-16m-10s,4.0,62.0,26.0,28.0,120.0
2025-06-21--02h-16m-10s,14.0,41.0,35.0,30.0,120.0
2025-06-21--02h-16m-10s,13.0,53.0,22.0,32.0,120.0
2025-06-21--02h-16m-10s,3.0,55.0,29.0,33.0,120.0
2025-06-21--02h-16m-10s,6.0,48.0,36.0,30.0,120.0
2025-06-21--02h-16m-10s,7.0,50.0,23.0,40.0,120.0
2025-06-21--02h-16m-10s,12.0,50.0,18.0,40.0,120.0
2025-06-21--02h-16m-10s,8.0,56.0,29.0,27.0,120.0
2025-06-21--02h-16m-10s,3.0,56.0,32.0,29.0,120.0
2025-06-21--02h-16m-10s,7.0,53.0,29.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,52.0,26.0,34.0,120.0
2025-06-21--02h-16m-10s,4.0,56.0,29.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,29.0,30.0,120.0
2025-06-21--02h-16m-10s,10.0,42.0,35.0,33.0,120.0
2025-06-21--02h-16m-10s,11.0,56.0,22.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,49.0,26.0,38.0,120.0
2025-06-21--02h-16m-10s,5.0,59.0,28.0,28.0,120.0
2025-06-21--02h-16m-10s,8.0,57.0,25.0,30.0,120.0
2025-06-21--02h-16m-10s,12.0,43.0,35.0,30.0,120.0
2025-06-21--02h-16m-10s,7.0,53.0,30.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,43.0,30.0,38.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,26.0,37.0,120.0
2025-06-21--02h-16m-10s,7.0,53.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,6.0,54.0,29.0,31.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,28.0,34.0,120.0
2025-06-21--02h-16m-10s,6.0,58.0,30.0,26.0,120.0
2025-06-21--02h-16m-10s,13.0,48.0,26.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,49.0,30.0,34.0,120.0
2025-06-21--02h-16m-10s,5.0,55.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,5.0,53.0,28.0,34.0,120.0
2025-06-21--02h-16m-10s,5.0,48.0,30.0,37.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,32.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,27.0,31.0,120.0
2025-06-21--02h-16m-10s,9.0,43.0,31.0,37.0,120.0
2025-06-21--02h-16m-10s,3.0,55.0,24.0,38.0,120.0
2025-06-21--02h-16m-10s,7.0,51.0,24.0,38.0,120.0
2025-06-21--02h-16m-10s,13.0,54.0,24.0,29.0,120.0
2025-06-21--02h-16m-10s,6.0,51.0,27.0,36.0,120.0
2025-06-21--02h-16m-10s,6.0,47.0,34.0,33.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,30.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,54.0,22.0,39.0,120.0
2025-06-21--02h-16m-10s,11.0,43.0,19.0,47.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,34.0,27.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,30.0,36.0,120.0
2025-06-21--02h-16m-10s,8.0,56.0,21.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,55.0,26.0,31.0,120.0
2025-06-21--02h-16m-10s,9.0,55.0,27.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,36.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,31.0,31.0,120.0
2025-06-21--02h-16m-10s,5.0,39.0,35.0,41.0,120.0
2025-06-21--02h-16m-10s,8.0,59.0,31.0,22.0,120.0
2025-06-21--02h-16m-10s,9.0,53.0,23.0,35.0,120.0
2025-06-21--02h-16m-10s,3.0,50.0,33.0,34.0,120.0
2025-06-21--02h-16m-10s,8.0,52.0,33.0,27.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,10.0,47.0,40.0,23.0,120.0
2025-06-21--02h-16m-10s,6.0,59.0,25.0,30.0,120.0
2025-06-21--02h-16m-10s,11.0,60.0,17.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,55.0,30.0,30.0,120.0
2025-06-21--02h-16m-10s,10.0,46.0,28.0,36.0,120.0
2025-06-21--02h-16m-10s,3.0,56.0,26.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,33.0,26.0,120.0
2025-06-21--02h-16m-10s,8.0,62.0,23.0,27.0,120.0
2025-06-21--02h-16m-10s,3.0,54.0,36.0,27.0,120.0
2025-06-21--02h-16m-10s,8.0,40.0,37.0,35.0,120.0
2025-06-21--02h-16m-10s,7.0,53.0,30.0,30.0,120.0
2025-06-21--02h-16m-10s,12.0,57.0,29.0,22.0,120.0
2025-06-21--02h-16m-10s,10.0,61.0,28.0,21.0,120.0
2025-06-21--02h-16m-10s,12.0,42.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,7.0,57.0,36.0,20.0,120.0
2025-06-21--02h-16m-10s,12.0,45.0,40.0,23.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,26.0,40.0,120.0
2025-06-21--02h-16m-10s,6.0,51.0,34.0,29.0,120.0
2025-06-21--02h-16m-10s,12.0,49.0,31.0,28.0,120.0
2025-06-21--02h-16m-10s,7.0,54.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,11.0,41.0,33.0,35.0,120.0
2025-06-21--02h-16m-10s,5.0,51.0,29.0,35.0,120.0
2025-06-21--02h-16m-10s,7.0,50.0,32.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,51.0,31.0,34.0,120.0
2025-06-21--02h-16m-10s,8.0,50.0,21.0,41.0,120.0
2025-06-21--02h-16m-10s,14.0,49.0,27.0,30.0,120.0
2025-06-21--02h-16m-10s,6.0,55.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,9.0,46.0,23.0,42.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,26.0,32.0,120.0
2025-06-21--02h-16m-10s,11.0,53.0,37.0,19.0,120.0
2025-06-21--02h-16m-10s,8.0,57.0,23.0,32.0,120.0
2025-06-21--02h-16m-10s,12.0,51.0,25.0,32.0,120.0
2025-06-21--02h-16m-10s,10.0,50.0,27.0,33.0,120.0
2025-06-21--02h-16m-10s,5.0,41.0,42.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,28.0,33.0,120.0
2025-06-21--02h-16m-10s,13.0,54.0,32.0,21.0,120.0
2025-06-21--02h-16m-10s,5.0,52.0,31.0,32.0,120.0
2025-06-21--02h-16m-10s,9.0,45.0,24.0,42.0,120.0
2025-06-21--02h-16m-10s,2.0,47.0,36.0,35.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,33.0,29.0,120.0
2025-06-21--02h-16m-10s,7.0,47.0,30.0,36.0,120.0
2025-06-21--02h-16m-10s,10.0,47.0,33.0,30.0,120.0
2025-06-21--02h-16m-10s,7.0,50.0,29.0,34.0,120.0
2025-06-21--02h-16m-10s,14.0,54.0,28.0,24.0,120.0
2025-06-21--02h-16m-10s,8.0,46.0,39.0,27.0,120.0
2025-06-21--02h-16m-10s,10.0,45.0,31.0,34.0,120.0
2025-06-21--02h-16m-10s,13.0,50.0,32.0,25.0,120.0
2025-06-21--02h-16m-10s,5.0,57.0,32.0,26.0,120.0
2025-06-21--02h-16m-10s,9.0,58.0,31.0,22.0,120.0
2025-06-21--02h-16m-10s,11.0,44.0,35.0,30.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,35.0,29.0,120.0
2025-06-21--02h-16m-10s,7.0,54.0,27.0,32.0,120.0
2025-06-21--02h-16m-10s,11.0,55.0,23.0,31.0,120.0
2025-06-21--02h-16m-10s,6.0,49.0,42.0,23.0,120.0
2025-06-21--02h-16m-10s,5.0,47.0,37.0,31.0,120.0
2025-06-21--02h-16m-10s,8.0,50.0,29.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,51.0,28.0,33.0,120.0
2025-06-21--02h-16m-10s,10.0,57.0,25.0,28.0,120.0
2025-06-21--02h-16m-10s,9.0,52.0,26.0,33.0,120.0
2025-06-21--02h-16m-10s,12.0,51.0,35.0,22.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,31.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,31.0,30.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,31.0,27.0,120.0
2025-06-21--02h-16m-10s,10.0,48.0,36.0,26.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,32.0,30.0,120.0
2025-06-21--02h-16m-10s,6.0,51.0,31.0,32.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,21.0,37.0,120.0
2025-06-21--02h-16m-10s,5.0,50.0,29.0,36.0,120.0
2025-06-21--02h-16m-10s,13.0,54.0,23.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,40.0,38.0,33.0,120.0
2025-06-21--02h-16m-10s,11.0,55.0,24.0,30.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,34.0,30.0,120.0
2025-06-21--02h-16m-10s,2.0,49.0,37.0,32.0,120.0
2025-06-21--02h-16m-10s,3.0,52.0,34.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,24.0,37.0,120.0
2025-06-21--02h-16m-10s,14.0,55.0,22.0,29.0,120.0
2025-06-21--02h-16m-10s,6.0,55.0,34.0,25.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,24.0,37.0,120.0
2025-06-21--02h-16m-10s,10.0,49.0,33.0,28.0,120.0
2025-06-21--02h-16m-10s,9.0,52.0,30.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,45.0,35.0,32.0,120.0
2025-06-21--02h-16m-10s,4.0,52.0,29.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,47.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,59.0,26.0,28.0,120.0
2025-06-21--02h-16m-10s,5.0,44.0,24.0,47.0,120.0
2025-06-21--02h-16m-10s,5.0,56.0,35.0,24.0,120.0
2025-06-21--02h-16m-10s,5.0,56.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,10.0,54.0,24.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,47.0,29.0,39.0,120.0
2025-06-21--02h-16m-10s,12.0,48.0,26.0,34.0,120.0
2025-06-21--02h-16m-10s,10.0,56.0,23.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,52.0,35.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,62.0,20.0,30.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,27.0,32.0,120.0
2025-06-21--02h-16m-10s,5.0,46.0,32.0,37.0,120.0
2025-06-21--02h-16m-10s,7.0,46.0,35.0,32.0,120.0
2025-06-21--02h-16m-10s,10.0,51.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,10.0,54.0,30.0,26.0,120.0
2025-06-21--02h-16m-10s,5.0,56.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,60.0,28.0,28.0,120.0
2025-06-21--02h-16m-10s,5.0,52.0,30.0,33.0,120.0
2025-06-21--02h-16m-10s,8.0,63.0,24.0,25.0,120.0
2025-06-21--02h-16m-10s,7.0,58.0,29.0,26.0,120.0
2025-06-21--02h-16m-10s,11.0,51.0,24.0,34.0,120.0
2025-06-21--02h-16m-10s,12.0,49.0,29.0,30.0,120.0
2025-06-21--02h-16m-10s,13.0,40.0,34.0,33.0,120.0
2025-06-21--02h-16m-10s,14.0,55.0,21.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,51.0,32.0,28.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,34.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,23.0,39.0,120.0
2025-06-21--02h-16m-10s,9.0,48.0,28.0,35.0,120.0
2025-06-21--02h-16m-10s,9.0,46.0,33.0,32.0,120.0
2025-06-21--02h-16m-10s,9.0,49.0,38.0,24.0,120.0
2025-06-21--02h-16m-10s,8.0,50.0,31.0,31.0,120.0
2025-06-21--02h-16m-10s,7.0,59.0,28.0,26.0,120.0
2025-06-21--02h-16m-10s,7.0,48.0,30.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,54.0,24.0,34.0,120.0
2025-06-21--02h-16m-10s,13.0,46.0,20.0,41.0,120.0
2025-06-21--02h-16m-10s,6.0,50.0,24.0,40.0,120.0
2025-06-21--02h-16m-10s,13.0,48.0,32.0,27.0,120.0
2025-06-21--02h-16m-10s,7.0,50.0,30.0,33.0,120.0
2025-06-21--02h-16m-10s,4.0,45.0,35.0,36.0,120.0
2025-06-21--02h-16m-10s,6.0,45.0,41.0,28.0,120.0
2025-06-21--02h-16m-10s,9.0,59.0,27.0,25.0,120.0
2025-06-21--02h-16m-10s,7.0,60.0,24.0,29.0,120.0
2025-06-21--02h-16m-10s,13.0,46.0,30.0,31.0,120.0
2025-06-21--02h-16m-10s,4.0,57.0,29.0,30.0,120.0
2025-06-21--02h-16m-10s,5.0,53.0,30.0,32.0,120.0
2025-06-21--02h-16m-10s,8.0,52.0,32.0,28.0,120.0
2025-06-21--02h-16m-10s,3.0,52.0,28.0,37.0,120.0
2025-06-21--02h-16m-10s,10.0,47.0,30.0,33.0,120.0
2025-06-21--02h-16m-10s,6.0,56.0,25.0,33.0,120.0
2025-06-21--02h-16m-10s,6.0,53.0,30.0,31.0,120.0
2025-06-21--02h-16m-10s,6.0,54.0,26.0,34.0,120.0
2025-06-21--02h-16m-10s,8.0,69.0,13.0,30.0,120.0
2025-06-21--02h-16m-10s,9.0,51.0,25.0,35.0,120.0
2025-06-21--02h-16m-10s,9.0,47.0,29.0,35.0,120.0
2025-06-21--02h-16m-10s,8.0,53.0,28.0,31.0,120.0
2025-06-21--02h-16m-10s,9.0,50.0,26.0,35.0,120.0
2025-06-21--02h-16m-10s,10.0,52.0,26.0,32.0,120.0
2025-06-21--02h-16m-10s,4.0,53.0,31.0,32.0,120.0
2025-06-21--02h-16m-10s,6.0,54.0,29.0,31.0,120.0
2025-06-21--02h-16m-10s,13.0,49.0,25.0,33.0,120.0
2025-06-21--02h-16m-10s,11.0,42.0,32.0,35.0,120.0
2025-06-21--02h-16m-10s,14.0,48.0,29.0,29.0,120.0
2025-06-21--02h-16m-10s,7.0,54.0,30.0,29.0,120.0
2025-06-21--02h-16m-10s,8.0,58.0,27.0,27.0,120.0
2025-06-21--02h-16m-10s,6.0,55.0,21.0,38.0,120.0
2025-06-21--02h-16m-10s,6.0,55.0,27.0,32.0,120.0
2025-06-21--02h-16m-10s,7.0,52.0,30.0,31.0,120.0
2025-06-21--02h-16m-10s,5.0,51.0,30.0,34.0,120.0
2025-06-21--02h-16m-10s,6.0,56.0,22.0,36.0,120.0
2025-06-21--02h-16m-10s,4.0,50.0,33.0,33.0,120.0
2025-06-21--02h-16m-10s,9.0,59.0,26.0,26.0,120.0
2025-06-21--02h-16m-10s,6.0,53.0,36.0,25.0,120.0
2025-06-21--02h-16m-10s,8.0,45.0,34.0,33.0,120.0
2025-06-21--02h-16m-10s,10.0,52.0,23.0,35.0,120.0
2025-06-21--02h-16m-10s,9.0,56.0,36.0,19.0,120.0
2025-06-21--02h-16m-10s,14.0,48.0,35.0,23.0,120.0
2025-06-21--02h-16m-10s,11.0,44.0,24.0,41.0,120.0
2025-06-21--02h-16m-10s,6.0,47.0,30.0,37.0,120.0
