data_dir,C',SB,VV,HH,N
2025-06-20--18h-22m-24s,2.0,81.0,50.0,27.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,50.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,51.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,74.0,50.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,74.0,53.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,52.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,79.0,48.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,45.0,41.0,160.0
2025-06-20--18h-22m-24s,0.0,77.0,61.0,22.0,160.0
2025-06-20--18h-22m-24s,2.0,68.0,61.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,81.0,38.0,41.0,160.0
2025-06-20--18h-22m-24s,2.0,87.0,42.0,29.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,48.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,52.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,84.0,52.0,24.0,160.0
2025-06-20--18h-22m-24s,2.0,83.0,45.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,71.0,51.0,36.0,160.0
2025-06-20--18h-22m-24s,2.0,70.0,60.0,28.0,160.0
2025-06-20--18h-22m-24s,3.0,73.0,50.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,49.0,36.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,50.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,69.0,53.0,36.0,160.0
2025-06-20--18h-22m-24s,2.0,83.0,55.0,20.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,50.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,48.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,69.0,51.0,39.0,160.0
2025-06-20--18h-22m-24s,0.0,88.0,38.0,34.0,160.0
2025-06-20--18h-22m-24s,2.0,76.0,50.0,32.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,42.0,43.0,160.0
2025-06-20--18h-22m-24s,3.0,91.0,36.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,71.0,54.0,35.0,160.0
2025-06-20--18h-22m-24s,5.0,86.0,40.0,29.0,160.0
2025-06-20--18h-22m-24s,3.0,76.0,45.0,36.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,55.0,28.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,53.0,29.0,160.0
2025-06-20--18h-22m-24s,1.0,71.0,60.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,84.0,45.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,79.0,56.0,23.0,160.0
2025-06-20--18h-22m-24s,3.0,70.0,51.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,55.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,88.0,45.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,87.0,41.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,93.0,36.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,64.0,56.0,38.0,160.0
2025-06-20--18h-22m-24s,1.0,83.0,47.0,29.0,160.0
2025-06-20--18h-22m-24s,3.0,78.0,42.0,37.0,160.0
2025-06-20--18h-22m-24s,3.0,62.0,60.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,69.0,50.0,39.0,160.0
2025-06-20--18h-22m-24s,2.0,79.0,47.0,32.0,160.0
2025-06-20--18h-22m-24s,0.0,74.0,55.0,31.0,160.0
2025-06-20--18h-22m-24s,4.0,74.0,48.0,34.0,160.0
2025-06-20--18h-22m-24s,2.0,73.0,51.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,46.0,37.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,50.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,83.0,45.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,70.0,48.0,42.0,160.0
2025-06-20--18h-22m-24s,0.0,69.0,54.0,37.0,160.0
2025-06-20--18h-22m-24s,0.0,82.0,48.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,87.0,49.0,23.0,160.0
2025-06-20--18h-22m-24s,0.0,82.0,47.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,46.0,38.0,160.0
2025-06-20--18h-22m-24s,2.0,77.0,48.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,83.0,50.0,25.0,160.0
2025-06-20--18h-22m-24s,1.0,73.0,50.0,36.0,160.0
2025-06-20--18h-22m-24s,4.0,85.0,46.0,25.0,160.0
2025-06-20--18h-22m-24s,1.0,74.0,52.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,76.0,52.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,65.0,61.0,32.0,160.0
2025-06-20--18h-22m-24s,0.0,68.0,58.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,47.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,69.0,59.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,68.0,53.0,38.0,160.0
2025-06-20--18h-22m-24s,0.0,71.0,51.0,38.0,160.0
2025-06-20--18h-22m-24s,0.0,64.0,66.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,72.0,53.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,56.0,27.0,160.0
2025-06-20--18h-22m-24s,1.0,86.0,50.0,23.0,160.0
2025-06-20--18h-22m-24s,2.0,73.0,57.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,49.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,52.0,28.0,160.0
2025-06-20--18h-22m-24s,0.0,84.0,45.0,31.0,160.0
2025-06-20--18h-22m-24s,2.0,83.0,42.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,89.0,40.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,73.0,47.0,40.0,160.0
2025-06-20--18h-22m-24s,3.0,88.0,40.0,29.0,160.0
2025-06-20--18h-22m-24s,3.0,70.0,56.0,31.0,160.0
2025-06-20--18h-22m-24s,3.0,84.0,45.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,84.0,49.0,26.0,160.0
2025-06-20--18h-22m-24s,2.0,70.0,51.0,37.0,160.0
2025-06-20--18h-22m-24s,3.0,78.0,51.0,28.0,160.0
2025-06-20--18h-22m-24s,0.0,89.0,40.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,49.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,80.0,51.0,28.0,160.0
2025-06-20--18h-22m-24s,3.0,77.0,51.0,29.0,160.0
2025-06-20--18h-22m-24s,2.0,67.0,56.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,77.0,53.0,30.0,160.0
2025-06-20--18h-22m-24s,3.0,71.0,52.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,47.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,96.0,39.0,25.0,160.0
2025-06-20--18h-22m-24s,1.0,81.0,43.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,83.0,48.0,27.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,54.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,46.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,70.0,58.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,80.0,45.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,49.0,34.0,160.0
2025-06-20--18h-22m-24s,4.0,90.0,37.0,29.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,53.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,79.0,48.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,80.0,50.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,61.0,23.0,160.0
2025-06-20--18h-22m-24s,0.0,72.0,51.0,37.0,160.0
2025-06-20--18h-22m-24s,0.0,84.0,38.0,38.0,160.0
2025-06-20--18h-22m-24s,2.0,79.0,45.0,34.0,160.0
2025-06-20--18h-22m-24s,3.0,81.0,46.0,30.0,160.0
2025-06-20--18h-22m-24s,4.0,72.0,51.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,80.0,42.0,36.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,49.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,1.0,83.0,52.0,24.0,160.0
2025-06-20--18h-22m-24s,2.0,86.0,45.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,70.0,49.0,39.0,160.0
2025-06-20--18h-22m-24s,0.0,80.0,49.0,31.0,160.0
2025-06-20--18h-22m-24s,3.0,68.0,57.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,52.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,84.0,45.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,83.0,51.0,26.0,160.0
2025-06-20--18h-22m-24s,3.0,91.0,45.0,21.0,160.0
2025-06-20--18h-22m-24s,1.0,78.0,58.0,23.0,160.0
2025-06-20--18h-22m-24s,2.0,81.0,45.0,32.0,160.0
2025-06-20--18h-22m-24s,3.0,75.0,52.0,30.0,160.0
2025-06-20--18h-22m-24s,5.0,81.0,56.0,18.0,160.0
2025-06-20--18h-22m-24s,4.0,78.0,43.0,35.0,160.0
2025-06-20--18h-22m-24s,1.0,82.0,54.0,23.0,160.0
2025-06-20--18h-22m-24s,0.0,69.0,49.0,42.0,160.0
2025-06-20--18h-22m-24s,3.0,77.0,50.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,50.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,49.0,35.0,160.0
2025-06-20--18h-22m-24s,1.0,65.0,59.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,90.0,47.0,23.0,160.0
2025-06-20--18h-22m-24s,2.0,81.0,52.0,25.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,51.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,87.0,46.0,25.0,160.0
2025-06-20--18h-22m-24s,1.0,80.0,43.0,36.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,52.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,74.0,45.0,39.0,160.0
2025-06-20--18h-22m-24s,0.0,81.0,46.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,80.0,43.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,68.0,60.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,74.0,52.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,84.0,39.0,36.0,160.0
2025-06-20--18h-22m-24s,1.0,72.0,52.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,85.0,34.0,41.0,160.0
2025-06-20--18h-22m-24s,3.0,71.0,50.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,79.0,47.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,70.0,54.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,68.0,62.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,56.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,70.0,52.0,36.0,160.0
2025-06-20--18h-22m-24s,2.0,92.0,41.0,25.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,52.0,31.0,160.0
2025-06-20--18h-22m-24s,3.0,90.0,41.0,26.0,160.0
2025-06-20--18h-22m-24s,1.0,83.0,48.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,56.0,26.0,160.0
2025-06-20--18h-22m-24s,2.0,82.0,43.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,80.0,48.0,30.0,160.0
2025-06-20--18h-22m-24s,3.0,75.0,53.0,29.0,160.0
2025-06-20--18h-22m-24s,4.0,69.0,54.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,73.0,55.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,74.0,57.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,86.0,47.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,49.0,37.0,160.0
2025-06-20--18h-22m-24s,1.0,85.0,41.0,33.0,160.0
2025-06-20--18h-22m-24s,3.0,72.0,55.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,52.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,61.0,19.0,160.0
2025-06-20--18h-22m-24s,2.0,73.0,46.0,39.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,53.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,80.0,47.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,71.0,48.0,39.0,160.0
2025-06-20--18h-22m-24s,0.0,84.0,42.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,63.0,22.0,160.0
2025-06-20--18h-22m-24s,1.0,81.0,51.0,27.0,160.0
2025-06-20--18h-22m-24s,0.0,77.0,51.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,67.0,60.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,70.0,59.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,94.0,36.0,29.0,160.0
2025-06-20--18h-22m-24s,1.0,81.0,50.0,28.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,45.0,37.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,60.0,23.0,160.0
2025-06-20--18h-22m-24s,1.0,85.0,36.0,38.0,160.0
2025-06-20--18h-22m-24s,4.0,62.0,63.0,31.0,160.0
2025-06-20--18h-22m-24s,2.0,78.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,1.0,74.0,51.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,86.0,41.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,46.0,34.0,160.0
2025-06-20--18h-22m-24s,2.0,67.0,56.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,48.0,37.0,160.0
2025-06-20--18h-22m-24s,2.0,79.0,48.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,82.0,48.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,54.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,86.0,46.0,26.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,53.0,29.0,160.0
2025-06-20--18h-22m-24s,3.0,83.0,51.0,23.0,160.0
2025-06-20--18h-22m-24s,0.0,84.0,45.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,77.0,53.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,79.0,48.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,67.0,60.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,51.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,83.0,46.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,71.0,55.0,33.0,160.0
2025-06-20--18h-22m-24s,3.0,77.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,3.0,66.0,53.0,38.0,160.0
2025-06-20--18h-22m-24s,3.0,82.0,43.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,51.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,91.0,46.0,23.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,51.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,74.0,54.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,72.0,56.0,32.0,160.0
2025-06-20--18h-22m-24s,0.0,81.0,57.0,22.0,160.0
2025-06-20--18h-22m-24s,2.0,74.0,57.0,27.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,51.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,80.0,49.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,85.0,44.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,49.0,31.0,160.0
2025-06-20--18h-22m-24s,0.0,86.0,46.0,28.0,160.0
2025-06-20--18h-22m-24s,0.0,79.0,51.0,30.0,160.0
2025-06-20--18h-22m-24s,0.0,70.0,52.0,38.0,160.0
2025-06-20--18h-22m-24s,3.0,83.0,41.0,33.0,160.0
2025-06-20--18h-22m-24s,0.0,69.0,56.0,35.0,160.0
2025-06-20--18h-22m-24s,2.0,85.0,35.0,38.0,160.0
2025-06-20--18h-22m-24s,4.0,77.0,46.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,45.0,38.0,160.0
2025-06-20--18h-22m-24s,1.0,79.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,52.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,67.0,58.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,51.0,34.0,160.0
2025-06-20--18h-22m-24s,0.0,79.0,52.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,47.0,37.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,52.0,33.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,50.0,32.0,160.0
2025-06-20--18h-22m-24s,2.0,75.0,49.0,34.0,160.0
2025-06-20--18h-22m-24s,2.0,76.0,55.0,27.0,160.0
2025-06-20--18h-22m-24s,4.0,82.0,42.0,32.0,160.0
2025-06-20--18h-22m-24s,3.0,66.0,57.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,82.0,47.0,30.0,160.0
2025-06-20--18h-22m-24s,1.0,78.0,48.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,84.0,42.0,33.0,160.0
2025-06-20--18h-22m-24s,2.0,82.0,40.0,36.0,160.0
2025-06-20--18h-22m-24s,1.0,82.0,50.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,80.0,54.0,24.0,160.0
2025-06-20--18h-22m-24s,1.0,66.0,55.0,38.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,46.0,36.0,160.0
2025-06-20--18h-22m-24s,0.0,96.0,40.0,24.0,160.0
2025-06-20--18h-22m-24s,2.0,77.0,52.0,29.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,49.0,37.0,160.0
2025-06-20--18h-22m-24s,0.0,71.0,60.0,29.0,160.0
2025-06-20--18h-22m-24s,4.0,66.0,55.0,35.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,56.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,78.0,43.0,38.0,160.0
2025-06-20--18h-22m-24s,0.0,72.0,58.0,30.0,160.0
2025-06-20--18h-22m-24s,4.0,76.0,53.0,27.0,160.0
2025-06-20--18h-22m-24s,1.0,69.0,57.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,73.0,55.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,82.0,48.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,68.0,64.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,53.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,81.0,51.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,58.0,26.0,160.0
2025-06-20--18h-22m-24s,2.0,71.0,48.0,39.0,160.0
2025-06-20--18h-22m-24s,4.0,65.0,52.0,39.0,160.0
2025-06-20--18h-22m-24s,2.0,71.0,54.0,33.0,160.0
2025-06-20--18h-22m-24s,1.0,81.0,40.0,38.0,160.0
2025-06-20--18h-22m-24s,0.0,73.0,56.0,31.0,160.0
2025-06-20--18h-22m-24s,2.0,76.0,47.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,80.0,49.0,31.0,160.0
2025-06-20--18h-22m-24s,2.0,81.0,50.0,27.0,160.0
2025-06-20--18h-22m-24s,3.0,67.0,56.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,56.0,27.0,160.0
2025-06-20--18h-22m-24s,2.0,78.0,48.0,32.0,160.0
2025-06-20--18h-22m-24s,3.0,85.0,50.0,22.0,160.0
2025-06-20--18h-22m-24s,1.0,68.0,51.0,40.0,160.0
2025-06-20--18h-22m-24s,3.0,82.0,44.0,31.0,160.0
2025-06-20--18h-22m-24s,1.0,68.0,51.0,40.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,50.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,59.0,23.0,160.0
2025-06-20--18h-22m-24s,3.0,86.0,34.0,37.0,160.0
2025-06-20--18h-22m-24s,2.0,69.0,55.0,34.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,53.0,31.0,160.0
2025-06-20--18h-22m-24s,2.0,61.0,65.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,87.0,40.0,32.0,160.0
2025-06-20--18h-22m-24s,1.0,87.0,42.0,30.0,160.0
2025-06-20--18h-22m-24s,2.0,68.0,59.0,31.0,160.0
2025-06-20--18h-22m-24s,3.0,83.0,48.0,26.0,160.0
2025-06-20--18h-22m-24s,1.0,75.0,47.0,37.0,160.0
2025-06-20--18h-22m-24s,1.0,82.0,46.0,31.0,160.0
2025-06-20--18h-22m-24s,3.0,71.0,51.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,76.0,42.0,42.0,160.0
2025-06-20--18h-22m-24s,1.0,76.0,46.0,37.0,160.0
2025-06-20--18h-22m-24s,2.0,72.0,58.0,28.0,160.0
2025-06-20--18h-22m-24s,1.0,77.0,57.0,25.0,160.0
2025-06-20--18h-22m-24s,2.0,80.0,49.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,80.0,45.0,35.0,160.0
2025-06-20--18h-22m-24s,0.0,78.0,53.0,29.0,160.0
2025-06-20--18h-22m-24s,0.0,75.0,58.0,27.0,160.0
2025-06-20--18h-22m-24s,0.0,80.0,49.0,31.0,160.0
